586.1	2020-12-30
577.5	2020-12-29
571.4	2020-12-28
553.4	2020-12-23
557.1	2020-12-22
545.8	2020-12-21
557.2	2020-12-18
571.5	2020-12-17
556.3	2020-12-16
570.1	2020-12-15
563.5	2020-12-14
573.6	2020-12-11
573.3	2020-12-10
574.1	2020-12-09
584.9	2020-12-08
589.6	2020-12-07
602.2	2020-12-04
605.1	2020-12-03
605.2	2020-12-02
607.8	2020-12-01
604.7	2020-11-30
606.4	2020-11-27
606.3	2020-11-26
603.6	2020-11-25
604.5	2020-11-24
610	2020-11-23
613.9	2020-11-20
612.6	2020-11-19
623	2020-11-18
620.1	2020-11-17
619.4	2020-11-16
609.8	2020-11-13
609	2020-11-12
623.7	2020-11-11
610.7	2020-11-10
601.6	2020-11-09
567.7	2020-11-06
565.4	2020-11-05
553.8	2020-11-04
543.5	2020-11-03
527.3	2020-11-02
518.7	2020-10-30
519.7	2020-10-29
520.6	2020-10-28
545.6	2020-10-27
548.6	2020-10-26
556.1	2020-10-23
574.3	2020-10-22
577.1	2020-10-21
589.1	2020-10-20
592	2020-10-19
589.7	2020-10-16
566.1	2020-10-15
580	2020-10-14
589.4	2020-10-13
588.8	2020-10-12
577.8	2020-10-09
576.8	2020-10-08
582.6	2020-10-07
580.3	2020-10-06
583.2	2020-10-05
581	2020-10-02
582.6	2020-10-01
568.4	2020-09-30
575.9	2020-09-29
574.2	2020-09-28
566.1	2020-09-25
569.3	2020-09-24
578.3	2020-09-23
568.2	2020-09-22
577	2020-09-21
588.5	2020-09-18
595.8	2020-09-17
600.3	2020-09-16
587.8	2020-09-15
576	2020-09-14
567.1	2020-09-11
559.4	2020-09-10
553.9	2020-09-08
559.9	2020-09-07
554.8	2020-09-04
562.8	2020-09-03
553	2020-09-02
518.6	2020-09-01
520.4	2020-08-31
520	2020-08-28
521.8	2020-08-27
520	2020-08-26
512.5	2020-08-25
502.5	2020-08-24
495.35	2020-08-21
493.65	2020-08-20
499.15	2020-08-19
498.45	2020-08-18
498.35	2020-08-17
502.7	2020-08-14
507.2	2020-08-13
500	2020-08-12
494.85	2020-08-11
482	2020-08-10
