73.16	2020-12-29
73.49	2020-12-28
73.38	2020-12-23
72.1	2020-12-22
71.97	2020-12-21
74.19	2020-12-18
73.78	2020-12-17
74.43	2020-12-16
73.86	2020-12-15
71.91	2020-12-14
70.51	2020-12-11
71.36	2020-12-10
73.13	2020-12-09
73.01	2020-12-08
73.7	2020-12-07
74.95	2020-12-04
74.29	2020-12-03
74.33	2020-12-02
74.78	2020-12-01
73.04	2020-11-30
73.09	2020-11-27
74.13	2020-11-26
75.4	2020-11-25
76.68	2020-11-24
73.89	2020-11-23
74.15	2020-11-20
74	2020-11-19
73.87	2020-11-18
72.85	2020-11-17
72.79	2020-11-16
70.74	2020-11-13
70.7	2020-11-12
70.34	2020-11-11
69.5	2020-11-10
67.63	2020-11-09
63.58	2020-11-06
64.79	2020-11-05
62.52	2020-11-04
62.12	2020-11-03
59.68	2020-11-02
58.68	2020-10-30
58.33	2020-10-29
58.06	2020-10-28
61.47	2020-10-27
63.21	2020-10-26
63.93	2020-10-23
64.01	2020-10-22
63.81	2020-10-21
64.07	2020-10-20
63.62	2020-10-19
63.12	2020-10-16
62.17	2020-10-15
64.08	2020-10-14
64.25	2020-10-13
65.09	2020-10-12
64.7	2020-10-09
65.72	2020-10-08
65.74	2020-10-07
64.85	2020-10-06
64.03	2020-10-05
62.36	2020-10-02
62.66	2020-10-01
61.99	2020-09-30
62	2020-09-29
61.73	2020-09-28
59.06	2020-09-25
60.64	2020-09-24
60.96	2020-09-23
60.58	2020-09-22
60.49	2020-09-21
63.74	2020-09-18
64.81	2020-09-17
64.71	2020-09-16
64.32	2020-09-15
64.12	2020-09-14
64.31	2020-09-11
63.74	2020-09-10
63.17	2020-09-08
62.58	2020-09-07
61.38	2020-09-04
60.8	2020-09-03
60.39	2020-09-02
60.13	2020-09-01
60.15	2020-08-31
59.61	2020-08-28
59.6	2020-08-27
59.42	2020-08-26
57.95	2020-08-25
58.25	2020-08-24
56.81	2020-08-21
57.39	2020-08-20
58.25	2020-08-19
57.56	2020-08-18
57.88	2020-08-17
58.22	2020-08-14
58.28	2020-08-13
58.87	2020-08-12
58.54	2020-08-11
55.35	2020-08-10
54.9	2020-08-07
