2026-01-20	329.80
2026-01-19	332.30
2026-01-18	330.90
2026-01-15	332.30
2026-01-14	327.20
2026-01-13	335.10
2026-01-12	329.80
2026-01-11	327.60
2026-01-08	323.30
2026-01-07	321.50
2026-01-06	318.50
2026-01-05	332.20
2026-01-04	339.20
2026-01-01	333.20
2025-12-31	333.20
2025-12-30	333.20
2025-12-29	333.50
2025-12-28	333.50
2025-12-25	333.50
2025-12-24	333.50
2025-12-23	333.50
2025-12-22	331.20
2025-12-21	332.60
2025-12-18	328.00
2025-12-17	325.50
2025-12-16	334.30
2025-12-15	335.50
2025-12-14	332.70
2025-12-11	342.30
2025-12-10	339.60
2025-12-09	342.80
2025-12-08	340.00
2025-12-07	344.10
2025-12-04	347.40
2025-12-03	349.50
2025-12-02	353.30
2025-12-01	354.40
2025-11-30	361.60
2025-11-27	360.30
2025-11-26	361.30
2025-11-25	361.70
2025-11-24	353.00
2025-11-23	355.60
2025-11-20	344.30
2025-11-19	352.40
2025-11-18	350.10
2025-11-17	355.50
2025-11-16	358.60
2025-11-13	355.50
2025-11-12	362.40
2025-11-11	363.20
2025-11-10	374.70
2025-11-09	374.10
2025-11-06	376.80
2025-11-05	378.00
2025-11-04	375.90
2025-11-03	384.40
2025-11-02	383.80
2025-10-30	383.20
2025-10-29	369.60
2025-10-28	364.70
2025-10-27	366.40
2025-10-26	365.80
2025-10-23	357.50
2025-10-22	347.50
2025-10-21	365.20
2025-10-20	358.70
2025-10-19	353.80
2025-10-16	355.30
2025-10-15	362.40
2025-10-14	362.40
2025-10-13	361.60
2025-10-12	356.00
2025-10-09	359.20
2025-10-08	363.70
2025-10-07	362.60
2025-10-06	362.10
2025-10-05	358.60
2025-10-02	360.80
2025-10-01	359.80
2025-09-30	354.60
2025-09-29	353.00
2025-09-28	352.00
2025-09-25	347.90
2025-09-24	343.60
2025-09-23	342.40
2025-09-22	341.80
2025-09-21	345.70
2025-09-18	341.00
2025-09-17	336.60
2025-09-16	336.70
2025-09-15	339.50
2025-09-14	340.80
2025-09-11	350.80
2025-09-10	354.00
2025-09-09	346.90
2025-09-08	349.90
2025-09-07	350.40
2025-09-04	354.00
2025-09-03	347.40
