2023-12-28	94.04
2023-12-27	94.92
2023-12-26	95.04
2023-12-25	94.62
2023-12-24	94.62
2023-12-21	95.38
2023-12-20	94.18
2023-12-19	94.46
2023-12-18	94.96
2023-12-17	96.72
2023-12-14	96.42
2023-12-13	95.48
2023-12-12	94.86
2023-12-11	94.88
2023-12-10	95.06
2023-12-07	91.96
2023-12-06	91.18
2023-12-05	89.92
2023-12-04	88.84
2023-12-03	89.62
2023-11-30	88.64
2023-11-29	88.44
2023-11-28	88.76
2023-11-27	88.62
2023-11-26	88.92
2023-11-23	88.26
2023-11-22	88.44
2023-11-21	87.56
2023-11-20	87.36
2023-11-19	87.78
2023-11-16	87.44
2023-11-15	86.54
2023-11-14	85.60
2023-11-13	83.42
2023-11-12	83.20
2023-11-09	84.16
2023-11-08	81.80
2023-11-07	82.90
2023-11-06	82.66
2023-11-05	83.52
2023-11-02	83.62
2023-11-01	81.98
2023-10-31	81.56
2023-10-30	81.84
2023-10-29	80.74
2023-10-26	80.06
2023-10-25	80.58
2023-10-24	80.80
2023-10-23	80.72
2023-10-22	80.56
2023-10-19	82.64
2023-10-18	83.56
2023-10-17	85.60
2023-10-16	85.36
2023-10-15	85.58
2023-10-12	88.12
2023-10-11	87.74
2023-10-10	86.48
2023-10-09	85.92
2023-10-08	86.60
2023-10-05	86.08
2023-10-04	85.92
2023-10-03	87.14
2023-10-02	86.44
2023-10-01	87.04
2023-09-28	85.48
2023-09-27	85.26
2023-09-26	84.70
2023-09-25	85.00
2023-09-24	84.04
2023-09-21	85.16
2023-09-20	87.20
2023-09-19	87.56
2023-09-18	88.18
2023-09-17	87.90
2023-09-14	87.14
2023-09-13	86.32
2023-09-12	88.16
2023-09-11	88.52
2023-09-07	89.88
2023-09-06	91.14
2023-09-05	90.28
2023-09-04	90.66
2023-09-03	90.96
2023-08-31	90.86
2023-08-30	91.46
2023-08-29	91.44
2023-08-28	90.66
2023-08-27	89.48
2023-08-24	88.78
2023-08-23	89.78
2023-08-22	89.34
2023-08-21	88.86
2023-08-20	89.20
2023-08-18	89.10
2023-08-17	88.60
2023-08-16	90.34
2023-08-15	90.70
2023-08-14	92.34
2023-08-13	91.82
