2025-12-14	354.60
2025-12-11	343.20
2025-12-10	335.60
2025-12-09	335.60
2025-12-08	334.40
2025-12-07	343.00
2025-12-04	346.40
2025-12-03	350.60
2025-12-02	351.60
2025-12-01	350.60
2025-11-30	353.00
2025-11-27	351.80
2025-11-26	351.60
2025-11-25	352.40
2025-11-24	353.40
2025-11-23	358.00
2025-11-20	354.20
2025-11-19	355.20
2025-11-18	357.80
2025-11-17	358.80
2025-11-16	362.80
2025-11-13	368.20
2025-11-12	366.60
2025-11-11	365.40
2025-11-10	363.20
2025-11-09	363.40
2025-11-06	358.20
2025-11-05	362.40
2025-11-04	363.80
2025-11-03	357.60
2025-11-02	362.00
2025-10-30	368.80
2025-10-29	373.40
2025-10-28	378.20
2025-10-27	381.20
2025-10-26	383.40
2025-10-23	381.00
2025-10-22	387.40
2025-10-21	387.80
2025-10-20	386.80
2025-10-19	386.00
2025-10-16	380.00
2025-10-15	387.40
2025-10-14	395.40
2025-10-13	393.40
2025-10-12	390.40
2025-10-09	396.00
2025-10-08	402.20
2025-10-07	403.20
2025-10-06	400.00
2025-10-05	396.80
2025-10-02	400.60
2025-10-01	391.80
2025-09-30	404.00
2025-09-29	406.20
2025-09-28	405.40
2025-09-25	406.00
2025-09-24	403.80
2025-09-23	406.00
2025-09-22	404.40
2025-09-21	407.40
2025-09-18	403.60
2025-09-17	404.20
2025-09-16	397.20
2025-09-15	405.00
2025-09-14	409.60
2025-09-11	411.40
2025-09-10	403.40
2025-09-09	404.00
2025-09-08	403.20
2025-09-07	400.20
2025-09-04	405.00
2025-09-03	404.20
2025-09-02	407.20
2025-09-01	406.00
2025-08-31	409.20
2025-08-28	410.00
2025-08-27	414.60
2025-08-26	413.80
2025-08-25	411.40
2025-08-24	410.80
2025-08-21	413.80
2025-08-20	413.80
2025-08-19	411.60
2025-08-18	410.00
2025-08-17	410.20
2025-08-14	406.00
2025-08-13	406.00
2025-08-12	405.00
2025-08-11	404.80
2025-08-10	407.00
2025-08-07	402.20
2025-08-06	404.20
2025-08-05	405.80
2025-08-04	403.80
2025-08-03	397.00
2025-07-31	403.20
2025-07-30	407.80
2025-07-29	408.20
2025-07-28	405.00
