2021-09-10	11.5	3
2021-08-02	85.86	267
2021-07-30	10.985	31322
2021-07-29	11.225	58193
2021-07-28	11.155	74869
2021-07-27	10.945	169434
2021-07-26	10.84	60319
2021-07-23	10.905	16337
2021-07-22	10.82	61489
2021-07-21	10.98	98539
2021-07-20	10.565	81155
2021-07-19	10.15	175072
2021-07-16	10.855	49023
2021-07-15	10.895	116594
2021-07-14	10.82	14588
2021-07-13	10.925	24425
2021-07-12	10.96	35382
2021-07-09	11.085	55762
2021-07-08	10.89	68179
2021-07-07	11.045	63510
2021-07-06	10.885	59492
2021-07-05	11.25	25050
2021-07-02	11.35	25316
2021-07-01	11.405	73945
2021-06-30	11.31	68976
2021-06-29	10.935	73575
2021-06-28	10.79	19494
2021-06-25	10.975	24564
2021-06-24	10.9	16387
2021-06-23	10.95	57541
2021-06-22	10.95	27484
2021-06-21	10.95	28248
2021-06-18	10.945	67126
2021-06-17	11.035	19149
2021-06-16	11.185	12265
2021-06-15	11.04	50189
2021-06-14	11.14	32308
2021-06-11	11.25	18250
2021-06-10	11.22	22219
2021-06-09	11.23	20994
2021-06-08	11.355	19666
2021-06-07	11.4	58875
2021-06-04	11.45	24281
2021-06-03	11.795	53930
2021-06-02	11.535	31222
2021-06-01	11.585	52603
2021-05-31	11.335	30992
2021-05-28	11.55	191583
2021-05-27	11.615	139157
2021-05-26	10.805	13957
2021-05-25	10.715	6119
2021-05-21	10.855	186972
2021-05-20	10.68	11508
2021-05-19	10.57	106803
2021-05-18	10.74	30843
2021-05-17	10.865	31218
2021-05-14	10.835	28775
2021-05-13	10.625	89409
2021-05-12	10.7	48861
2021-05-11	10.735	66421
2021-05-10	11.15	33689
2021-05-07	10.86	17161
2021-05-06	10.865	201997
2021-05-05	11.015	72302
2021-05-04	10.925	52841
2021-05-03	11.075	46412
2021-04-30	10.915	35660
2021-04-29	10.89	45074
2021-04-28	10.94	31062
2021-04-27	10.825	154362
2021-04-26	11.43	62545
2021-04-23	11.2	27090
2021-04-22	11.255	35207
2021-04-21	10.93	40723
2021-04-20	10.77	114712
2021-04-19	11.095	47064
2021-04-16	11.245	81616
2021-04-15	11.335	24268
2021-04-14	11.415	23144
2021-04-13	11.31	50207
2021-04-12	11.39	31188
2021-04-09	11.365	164427
2021-04-08	11.205	51713
2021-04-07	11.195	34404
2021-04-06	11.36	55337
2021-04-01	11.215	41603
2021-03-31	11.246	37169
2021-03-30	11.306	51314
2021-03-29	10.93	107689
2021-03-26	10.984	58473
2021-03-25	10.762	45709
2021-03-24	10.832	87545
2021-03-23	10.796	79977
2021-03-22	10.974	49499
2021-03-19	11.166	57953
2021-03-18	11.294	61769
2021-03-17	11.258	72322
2021-03-16	11.046	70740
2021-03-15	10.898	150587
2021-03-12	10.394	170653
