93.82	2020-12-30
91.92	2020-12-29
90.78	2020-12-28
90.46	2020-12-23
91	2020-12-22
89.88	2020-12-21
92.18	2020-12-18
94.72	2020-12-17
94.18	2020-12-16
92.14	2020-12-15
93.7	2020-12-14
93.36	2020-12-11
92.68	2020-12-10
91.02	2020-12-09
94.04	2020-12-08
91.32	2020-12-07
93.76	2020-12-04
93.3	2020-12-03
93.58	2020-12-02
93.9	2020-12-01
94.14	2020-11-30
94.5	2020-11-27
91.48	2020-11-26
91	2020-11-25
91.04	2020-11-24
90.9	2020-11-23
91.2	2020-11-20
89	2020-11-19
88.86	2020-11-18
86.82	2020-11-17
88.16	2020-11-16
87.68	2020-11-13
88.16	2020-11-12
89.2	2020-11-11
88	2020-11-10
89	2020-11-09
92.38	2020-11-06
95.58	2020-11-05
98.22	2020-11-04
90.88	2020-11-03
88.62	2020-11-02
87.56	2020-10-30
86.9	2020-10-29
84.7	2020-10-28
85.72	2020-10-27
85.48	2020-10-26
88.08	2020-10-23
89.14	2020-10-22
89.2	2020-10-21
91.94	2020-10-20
94.44	2020-10-19
96.3	2020-10-16
94.2	2020-10-15
98.24	2020-10-14
97.3	2020-10-13
102.8	2020-10-12
101.35	2020-10-09
98.5	2020-10-08
97.36	2020-10-07
99.16	2020-10-06
99.3	2020-10-05
98	2020-10-02
103.5	2020-10-01
108.35	2020-09-30
108.3	2020-09-29
108.15	2020-09-28
107.4	2020-09-25
106.1	2020-09-24
110.3	2020-09-23
109.95	2020-09-22
110.55	2020-09-21
116.15	2020-09-18
114.95	2020-09-17
113.4	2020-09-16
110.15	2020-09-15
109.65	2020-09-14
107.05	2020-09-11
105	2020-09-10
104.25	2020-09-08
106.55	2020-09-07
101.7	2020-09-04
103.6	2020-09-03
104.65	2020-09-02
103.65	2020-09-01
105.45	2020-08-31
103.5	2020-08-28
104.7	2020-08-27
105.15	2020-08-26
105.95	2020-08-25
107.25	2020-08-24
108.35	2020-08-21
107.35	2020-08-20
109.35	2020-08-19
107.5	2020-08-18
109.95	2020-08-17
108.3	2020-08-14
111.65	2020-08-13
110.65	2020-08-12
111	2020-08-11
106.1	2020-08-10
