42.45	2020-12-30
42.44	2020-12-29
42.8	2020-12-28
42.6	2020-12-23
43.06	2020-12-22
42.95	2020-12-21
43.16	2020-12-18
42.02	2020-12-17
42.3	2020-12-16
41.83	2020-12-15
42.79	2020-12-14
43.04	2020-12-11
42.29	2020-12-10
40.89	2020-12-09
42.09	2020-12-08
40.32	2020-12-07
39.76	2020-12-04
39.32	2020-12-03
39.52	2020-12-02
39.62	2020-12-01
40.41	2020-11-30
40.67	2020-11-27
40.44	2020-11-26
39.56	2020-11-25
38.9	2020-11-24
39.81	2020-11-23
40.2	2020-11-20
40	2020-11-19
39.31	2020-11-18
38.83	2020-11-17
39.36	2020-11-16
40.25	2020-11-13
40.1	2020-11-12
39.99	2020-11-11
38.76	2020-11-10
39.07	2020-11-09
43.5	2020-11-06
43.24	2020-11-05
43.32	2020-11-04
42.32	2020-11-03
41.58	2020-11-02
40.77	2020-10-30
41.01	2020-10-29
41.85	2020-10-28
42.32	2020-10-27
41.29	2020-10-26
41.95	2020-10-23
42.7	2020-10-22
42.94	2020-10-21
44.3	2020-10-20
45.09	2020-10-19
44.95	2020-10-16
44.58	2020-10-15
45	2020-10-14
44.31	2020-10-13
46.5	2020-10-12
46.2	2020-10-09
46	2020-10-08
46.3	2020-10-07
45.78	2020-10-06
45.12	2020-10-05
44.2	2020-10-02
44.75	2020-10-01
44.3	2020-09-30
44.35	2020-09-29
44.21	2020-09-28
44.45	2020-09-25
43.58	2020-09-24
43.42	2020-09-23
42.74	2020-09-22
42.12	2020-09-21
42.55	2020-09-18
42.45	2020-09-17
42.5	2020-09-16
42.4	2020-09-15
42.15	2020-09-14
42.21	2020-09-11
42	2020-09-10
41.08	2020-09-08
41.04	2020-09-07
39.54	2020-09-04
40.1	2020-09-03
42.6	2020-09-02
42.6	2020-09-01
42.57	2020-08-31
42.3	2020-08-28
42.89	2020-08-27
44.11	2020-08-26
43.72	2020-08-25
43.75	2020-08-24
44.07	2020-08-21
43.52	2020-08-20
44.1	2020-08-19
43.94	2020-08-18
43.1	2020-08-17
42.36	2020-08-14
41	2020-08-13
41.31	2020-08-12
41.18	2020-08-11
40.23	2020-08-10
