45.88	2020-12-29
45.02	2020-12-28
44.42	2020-12-23
44.08	2020-12-22
44.06	2020-12-21
45.08	2020-12-18
44.86	2020-12-17
43.88	2020-12-16
43.86	2020-12-15
43.24	2020-12-14
43.56	2020-12-11
43.98	2020-12-10
45.5	2020-12-09
45.74	2020-12-08
45.64	2020-12-07
45.94	2020-12-04
44.68	2020-12-03
43.7	2020-12-02
44.84	2020-12-01
45	2020-11-30
45.24	2020-11-27
45.14	2020-11-26
44.94	2020-11-25
44.38	2020-11-24
44.34	2020-11-23
44.56	2020-11-20
44.38	2020-11-19
44.38	2020-11-18
45.66	2020-11-17
45.9	2020-11-16
44	2020-11-13
43.54	2020-11-12
42.26	2020-11-11
40.78	2020-11-10
39.74	2020-11-09
38.24	2020-11-06
38.56	2020-11-05
37.2	2020-11-04
37.26	2020-11-03
35.92	2020-11-02
33.9	2020-10-30
33.9	2020-10-29
34.08	2020-10-28
39.26	2020-10-27
39.62	2020-10-26
40.04	2020-10-23
39.92	2020-10-22
39.76	2020-10-21
41	2020-10-20
42.96	2020-10-19
43.9	2020-10-16
43.94	2020-10-15
45.98	2020-10-14
46.52	2020-10-13
46.2	2020-10-12
44.86	2020-10-09
44	2020-10-08
43.14	2020-10-07
45.66	2020-10-06
43.74	2020-10-05
43.5	2020-10-02
43.82	2020-10-01
44.1	2020-09-30
44.68	2020-09-29
44.38	2020-09-28
43.96	2020-09-25
43.96	2020-09-24
44.56	2020-09-23
44.32	2020-09-22
44.86	2020-09-21
46	2020-09-18
46.08	2020-09-17
46.68	2020-09-16
46.18	2020-09-15
46.52	2020-09-14
45.88	2020-09-11
45.96	2020-09-10
45.14	2020-09-08
45.98	2020-09-07
45.1	2020-09-04
45.62	2020-09-03
47.8	2020-09-02
46.5	2020-09-01
46.24	2020-08-31
45.82	2020-08-28
45.66	2020-08-27
46.58	2020-08-26
46.04	2020-08-25
45.02	2020-08-24
44.88	2020-08-21
44.06	2020-08-20
44.22	2020-08-19
43.62	2020-08-18
44.22	2020-08-17
44.5	2020-08-14
47.88	2020-08-13
51.15	2020-08-12
51.55	2020-08-11
50.1	2020-08-10
51.35	2020-08-07
