33.4	2020-12-30
33.54	2020-12-29
32.76	2020-12-28
33.1	2020-12-23
32.88	2020-12-22
32.16	2020-12-21
33.3	2020-12-18
32.84	2020-12-17
31.42	2020-12-16
30.62	2020-12-15
30.22	2020-12-14
29.34	2020-12-11
29.4	2020-12-10
29.96	2020-12-09
29.76	2020-12-08
29.34	2020-12-07
29.84	2020-12-04
29.34	2020-12-03
29.94	2020-12-02
30.62	2020-12-01
30.62	2020-11-30
31.32	2020-11-27
31	2020-11-26
30.66	2020-11-25
31.24	2020-11-24
28.78	2020-11-23
27.8	2020-11-20
28.02	2020-11-19
27.78	2020-11-18
28.5	2020-11-17
28.32	2020-11-16
27.2	2020-11-13
27.42	2020-11-12
27.56	2020-11-11
26.42	2020-11-10
26.5	2020-11-09
25.6	2020-11-06
27	2020-11-05
26.22	2020-11-04
26.02	2020-11-03
25.68	2020-11-02
24.66	2020-10-30
24.46	2020-10-29
24.74	2020-10-28
25.74	2020-10-27
26.82	2020-10-26
27.74	2020-10-23
27.66	2020-10-22
27.32	2020-10-21
27.54	2020-10-20
27.26	2020-10-19
27.66	2020-10-16
27.3	2020-10-15
28.66	2020-10-14
28.4	2020-10-13
28.26	2020-10-12
27.56	2020-10-09
27.86	2020-10-08
27.62	2020-10-07
27.06	2020-10-06
26.86	2020-10-05
26.58	2020-10-02
26.4	2020-10-01
26.26	2020-09-30
25.48	2020-09-29
25.64	2020-09-28
25.26	2020-09-25
24.6	2020-09-24
26.04	2020-09-23
25.24	2020-09-22
24.78	2020-09-21
26.28	2020-09-18
26.4	2020-09-17
26.8	2020-09-16
26.78	2020-09-15
27.26	2020-09-14
27.04	2020-09-11
27.26	2020-09-10
27.6	2020-09-08
27.88	2020-09-07
27.4	2020-09-04
26.86	2020-09-03
27.04	2020-09-02
27.14	2020-09-01
27.68	2020-08-31
27.74	2020-08-28
27.12	2020-08-27
27.28	2020-08-26
27.14	2020-08-25
27.42	2020-08-24
26.9	2020-08-21
26.82	2020-08-20
27.62	2020-08-19
27.46	2020-08-18
27.14	2020-08-17
26.88	2020-08-14
27.52	2020-08-13
27.48	2020-08-12
26.96	2020-08-11
25.62	2020-08-10
