108.5	2020-12-29
107.4	2020-12-28
106.7	2020-12-23
107.5	2020-12-22
106.9	2020-12-21
109.2	2020-12-18
107.3	2020-12-17
107.4	2020-12-16
105.5	2020-12-15
108	2020-12-14
108.4	2020-12-11
109.8	2020-12-10
109.3	2020-12-09
112.8	2020-12-08
111.5	2020-12-07
111.4	2020-12-04
109.5	2020-12-03
111	2020-12-02
111.5	2020-12-01
111.8	2020-11-30
111.5	2020-11-27
111.3	2020-11-26
109.8	2020-11-25
110.8	2020-11-24
115.8	2020-11-23
118.9	2020-11-20
116.9	2020-11-19
116.6	2020-11-18
115.9	2020-11-17
117.9	2020-11-16
117.9	2020-11-13
116.3	2020-11-12
117.4	2020-11-11
114.3	2020-11-10
119.6	2020-11-09
114.8	2020-11-06
115.3	2020-11-05
114.3	2020-11-04
110.4	2020-11-03
108.8	2020-11-02
110.9	2020-10-30
109.5	2020-10-29
112.6	2020-10-28
115.8	2020-10-27
116.2	2020-10-26
118.7	2020-10-23
121.8	2020-10-22
120.6	2020-10-21
121.9	2020-10-20
123	2020-10-19
121.9	2020-10-16
118.7	2020-10-15
122.4	2020-10-14
119	2020-10-13
120.8	2020-10-12
115.8	2020-10-09
114	2020-10-08
112.3	2020-10-07
111.6	2020-10-06
110.3	2020-10-05
109.3	2020-10-02
109.3	2020-10-01
108	2020-09-30
108.9	2020-09-29
107	2020-09-28
104.3	2020-09-25
103.4	2020-09-24
101.9	2020-09-23
100.3	2020-09-22
98.5	2020-09-21
101.4	2020-09-18
100.4	2020-09-17
96.9	2020-09-16
92.85	2020-09-15
92.5	2020-09-14
92.9	2020-09-11
94.55	2020-09-10
95	2020-09-08
95.7	2020-09-07
93.5	2020-09-04
94.4	2020-09-03
98.6	2020-09-02
94.65	2020-09-01
94.4	2020-08-31
95.3	2020-08-28
94.8	2020-08-27
95.4	2020-08-26
94.5	2020-08-25
93.5	2020-08-24
91.9	2020-08-21
92.15	2020-08-20
91.65	2020-08-19
91	2020-08-18
91.9	2020-08-17
91.85	2020-08-14
92.85	2020-08-13
92.65	2020-08-12
90.75	2020-08-11
94.55	2020-08-10
92.95	2020-08-07
