2021-11-12	13.414	54151
2021-11-11	13.428	99415
2021-11-10	13.442	144125
2021-11-09	13.464	261407
2021-11-08	13.462	43779
2021-11-05	13.456	161270
2021-11-04	13.478	182931
2021-11-03	13.534	248739
2021-11-02	13.54	218181
2021-11-01	13.664	110881
2021-10-29	13.778	156237
2021-10-28	13.77	220472
2021-10-27	13.766	61334
2021-10-26	13.714	147208
2021-10-25	13.85	36589
2021-10-22	13.904	137876
2021-10-21	13.964	44919
2021-10-20	13.922	82190
2021-10-19	13.934	115879
2021-10-18	13.974	39159
2021-10-15	13.87	113938
2021-10-14	13.986	143937
2021-10-13	14.188	197328
2021-10-12	14.286	88933
2021-10-11	14.234	56693
2021-10-08	14.23	139953
2021-10-06	14.46	1394446
2021-10-05	14.236	338697
2021-10-04	14.408	426781
2021-10-01	14.28	507842
2021-09-30	14.192	399800
2021-09-29	14.098	206435
2021-09-28	14.204	356286
2021-09-27	13.908	378715
2021-09-24	13.962	263725
2021-09-23	13.852	571151
2021-09-22	13.984	462680
2021-09-21	14.12	260017
2021-09-20	14.334	995468
2021-09-17	14.002	721748
2021-09-15	13.898	95831
2021-09-14	13.804	114911
2021-09-13	13.826	339992
2021-09-10	13.91	48854
2021-09-09	13.884	331376
2021-09-08	13.906	445684
2021-09-07	13.712	145898
2021-09-06	13.634	190797
2021-09-03	13.772	554423
2021-09-02	13.714	232138
2021-09-01	13.728	154021
2021-08-31	13.724	175530
2021-08-30	13.676	66421
2021-08-27	13.704	56887
2021-08-26	13.766	64243
2021-08-25	13.706	19420
2021-08-24	13.658	53898
2021-08-23	13.71	87810
2021-08-20	13.748	109783
2021-08-19	13.792	253287
2021-08-17	13.66	180638
2021-08-16	13.656	72421
2021-08-13	13.61	309380
2021-08-12	13.632	128544
2021-08-11	13.742	60645
2021-08-10	13.784	112964
2021-08-09	13.808	93441
2021-08-06	13.806	118410
2021-08-05	13.81	109823
2021-08-04	13.866	175853
2021-08-03	13.976	114803
2021-08-02	13.976	99907
2021-07-30	13.992	129891
2021-07-29	13.916	36632
2021-07-28	13.972	54153
2021-07-27	14.018	216680
2021-07-26	13.93	59823
2021-07-23	13.888	193420
2021-07-22	14.024	313502
2021-07-21	14.106	288343
2021-07-20	14.302	408887
2021-07-19	14.394	403641
2021-07-16	14.02	74235
2021-07-15	13.942	149672
2021-07-14	13.812	88973
2021-07-13	13.804	131913
2021-07-12	13.806	199733
2021-07-09	13.9	122342
2021-07-08	14.152	552782
2021-07-07	13.898	167468
2021-07-06	14.064	194147
2021-07-05	13.938	260607
2021-07-02	13.942	69717
2021-07-01	13.988	199778
2021-06-30	14.044	259518
2021-06-29	13.918	49129
2021-06-28	14.036	67034
2021-06-25	13.984	34257
2021-06-24	13.998	129003
2021-06-23	14.12	95645
