9.81	2020-12-30
9.832	2020-12-29
9.818	2020-12-28
9.76	2020-12-23
9.634	2020-12-22
9.62	2020-12-21
9.942	2020-12-18
9.628	2020-12-17
9.882	2020-12-16
9.874	2020-12-15
10.18	2020-12-14
9.922	2020-12-11
10.5	2020-12-10
10.36	2020-12-09
10.34	2020-12-08
10.19	2020-12-07
10.675	2020-12-04
10.445	2020-12-03
10.69	2020-12-02
10.655	2020-12-01
10.575	2020-11-30
10.695	2020-11-27
10.63	2020-11-26
10.42	2020-11-25
10.31	2020-11-24
10.29	2020-11-23
10.41	2020-11-20
10.385	2020-11-19
10.5	2020-11-18
10.455	2020-11-17
10.47	2020-11-16
10.36	2020-11-13
10.265	2020-11-12
10.045	2020-11-11
10.045	2020-11-10
9.716	2020-11-09
9.426	2020-11-06
9.56	2020-11-05
9.566	2020-11-04
9.542	2020-11-03
9.684	2020-11-02
9.604	2020-10-30
9.608	2020-10-29
9.07	2020-10-28
9.186	2020-10-27
9.366	2020-10-26
9.508	2020-10-23
9.346	2020-10-22
9.388	2020-10-21
9.488	2020-10-20
8.916	2020-10-19
9.454	2020-10-16
9.614	2020-10-15
9.61	2020-10-14
9.74	2020-10-13
9.564	2020-10-12
9.474	2020-10-09
9.168	2020-10-08
9.076	2020-10-07
9.21	2020-10-06
9.144	2020-10-05
8.788	2020-10-02
8.696	2020-10-01
8.876	2020-09-30
8.8	2020-09-29
8.986	2020-09-28
8.896	2020-09-25
9.02	2020-09-24
9.242	2020-09-23
9.236	2020-09-22
9.16	2020-09-21
9.51	2020-09-18
9.662	2020-09-17
9.622	2020-09-16
9.502	2020-09-15
9.478	2020-09-14
9.494	2020-09-11
9.512	2020-09-10
9.162	2020-09-08
9.24	2020-09-07
9.236	2020-09-04
9.322	2020-09-03
9.206	2020-09-02
9.18	2020-09-01
9.362	2020-08-31
9.596	2020-08-28
9.61	2020-08-27
9.85	2020-08-26
10.095	2020-08-25
9.98	2020-08-24
9.818	2020-08-21
9.844	2020-08-20
10	2020-08-19
9.798	2020-08-18
9.848	2020-08-17
9.918	2020-08-14
10.08	2020-08-13
10.025	2020-08-12
9.906	2020-08-11
9.756	2020-08-10
