2024-12-25	27.13
2024-12-24	27.13
2024-12-23	27.12
2024-12-22	26.91
2024-12-19	26.95
2024-12-18	26.86
2024-12-17	27.55
2024-12-16	27.74
2024-12-15	28.24
2024-12-12	27.94
2024-12-11	28.18
2024-12-10	27.47
2024-12-09	27.46
2024-12-08	27.93
2024-12-05	28.06
2024-12-04	27.69
2024-12-03	27.79
2024-12-02	27.53
2024-12-01	26.98
2024-11-28	27.06
2024-11-27	26.90
2024-11-26	27.58
2024-11-25	27.15
2024-11-24	27.18
2024-11-21	26.98
2024-11-20	26.78
2024-11-19	26.81
2024-11-18	26.92
2024-11-17	26.99
2024-11-14	25.64
2024-11-13	25.41
2024-11-12	25.33
2024-11-11	25.46
2024-11-10	25.50
2024-11-07	25.26
2024-11-06	25.34
2024-11-05	25.43
2024-11-04	25.35
2024-11-03	25.56
2024-10-31	25.43
2024-10-30	25.54
2024-10-29	26.01
2024-10-28	26.19
2024-10-27	25.83
2024-10-24	26.02
2024-10-23	26.12
2024-10-22	26.24
2024-10-21	26.66
2024-10-20	26.95
2024-10-17	26.76
2024-10-16	26.80
2024-10-15	26.73
2024-10-14	26.56
2024-10-13	25.91
2024-10-10	25.98
2024-10-09	25.36
2024-10-08	25.33
2024-10-07	25.27
2024-10-06	25.34
2024-10-03	24.95
2024-10-02	25.68
2024-10-01	25.84
2024-09-30	25.79
2024-09-29	25.87
2024-09-26	25.92
2024-09-25	25.75
2024-09-24	25.98
2024-09-23	25.84
2024-09-22	25.76
2024-09-19	25.72
2024-09-18	25.78
2024-09-17	25.60
2024-09-16	25.89
2024-09-15	25.18
2024-09-12	24.71
2024-09-11	25.17
2024-09-10	24.89
2024-09-09	25.12
2024-09-08	24.68
2024-09-05	24.74
2024-09-04	24.56
2024-09-03	24.62
2024-09-02	24.69
2024-09-01	24.83
2024-08-29	24.62
2024-08-28	24.42
2024-08-27	24.10
2024-08-26	23.97
2024-08-25	23.95
2024-08-22	23.63
2024-08-21	23.62
2024-08-20	23.53
2024-08-19	23.18
2024-08-18	23.32
2024-08-15	23.14
2024-08-14	22.72
2024-08-13	22.56
2024-08-12	22.46
2024-08-11	22.05
2024-08-08	22.44
