68.2	2020-12-30
68.56	2020-12-29
68.4	2020-12-28
68	2020-12-23
67.96	2020-12-22
67.42	2020-12-21
69.54	2020-12-18
69.08	2020-12-17
68.92	2020-12-16
67.48	2020-12-15
67.78	2020-12-14
67.62	2020-12-11
68.32	2020-12-10
68.34	2020-12-09
68.32	2020-12-08
68.44	2020-12-07
68.32	2020-12-04
68.68	2020-12-03
69.42	2020-12-02
70.76	2020-12-01
70.5	2020-11-30
70.82	2020-11-27
70.24	2020-11-26
69.94	2020-11-25
70.28	2020-11-24
71	2020-11-23
71.28	2020-11-20
71.24	2020-11-19
71.22	2020-11-18
71.64	2020-11-17
72.56	2020-11-16
71.92	2020-11-13
72.06	2020-11-12
73.18	2020-11-11
73.3	2020-11-10
73.22	2020-11-09
69.78	2020-11-06
71.02	2020-11-05
70.68	2020-11-04
66.08	2020-11-03
65.28	2020-11-02
65.58	2020-10-30
66.2	2020-10-29
68.08	2020-10-28
68.98	2020-10-27
68.7	2020-10-26
68.64	2020-10-23
67.24	2020-10-22
67	2020-10-21
67.06	2020-10-20
70.98	2020-10-19
71.42	2020-10-16
70.44	2020-10-15
72.68	2020-10-14
71.98	2020-10-13
72.46	2020-10-12
73	2020-10-09
73.28	2020-10-08
73.04	2020-10-07
73.28	2020-10-06
72.04	2020-10-05
70.62	2020-10-02
71.24	2020-10-01
72.02	2020-09-30
72.4	2020-09-29
72.3	2020-09-28
71.52	2020-09-25
71.3	2020-09-24
71.72	2020-09-23
71.1	2020-09-22
69.64	2020-09-21
72.46	2020-09-18
72.68	2020-09-17
72.22	2020-09-16
72.56	2020-09-15
72.1	2020-09-14
72.24	2020-09-11
72.16	2020-09-10
70.66	2020-09-08
71.14	2020-09-07
70.66	2020-09-04
71.52	2020-09-03
72.78	2020-09-02
70.68	2020-09-01
71.06	2020-08-31
70.9	2020-08-28
72.86	2020-08-27
73.26	2020-08-26
73.5	2020-08-25
73.28	2020-08-24
72.9	2020-08-21
73.44	2020-08-20
73.48	2020-08-19
73.02	2020-08-18
73.46	2020-08-17
72.7	2020-08-14
73.2	2020-08-13
73.88	2020-08-12
73.56	2020-08-11
72.46	2020-08-10
