82.98	2020-12-29
84.02	2020-12-28
83.02	2020-12-23
81.2	2020-12-22
79.92	2020-12-21
84.04	2020-12-18
85.28	2020-12-17
84.84	2020-12-16
85.5	2020-12-15
85.1	2020-12-14
84.54	2020-12-11
85.62	2020-12-10
85.5	2020-12-09
86.04	2020-12-08
86.72	2020-12-07
88.52	2020-12-04
88.02	2020-12-03
88.3	2020-12-02
88.12	2020-12-01
85.68	2020-11-30
88.12	2020-11-27
88.48	2020-11-26
88.24	2020-11-25
88.84	2020-11-24
86.18	2020-11-23
85.84	2020-11-20
86.8	2020-11-19
87.12	2020-11-18
87.08	2020-11-17
86.92	2020-11-16
85.66	2020-11-13
83.46	2020-11-12
85.28	2020-11-11
88.02	2020-11-10
86.16	2020-11-09
73.44	2020-11-06
74.26	2020-11-05
73.74	2020-11-04
72.52	2020-11-03
70.24	2020-11-02
66	2020-10-30
66.36	2020-10-29
67.02	2020-10-28
69.2	2020-10-27
70.66	2020-10-26
72.7	2020-10-23
71.8	2020-10-22
71.8	2020-10-21
74.38	2020-10-20
73.96	2020-10-19
72.12	2020-10-16
71.86	2020-10-15
73.98	2020-10-14
72.82	2020-10-13
74.9	2020-10-12
75.16	2020-10-09
76.44	2020-10-08
75.96	2020-10-07
76.18	2020-10-06
74.24	2020-10-05
72.46	2020-10-02
70.32	2020-10-01
71.5	2020-09-30
72.3	2020-09-29
72.44	2020-09-28
71.04	2020-09-25
71.16	2020-09-24
72.14	2020-09-23
71.68	2020-09-22
72.78	2020-09-21
75.1	2020-09-18
77.16	2020-09-17
77.16	2020-09-16
77.28	2020-09-15
77.9	2020-09-14
77.32	2020-09-11
78.1	2020-09-10
78.32	2020-09-08
81.28	2020-09-07
80.3	2020-09-04
80.22	2020-09-03
79.96	2020-09-02
77.04	2020-09-01
79.32	2020-08-31
81.5	2020-08-28
81.82	2020-08-27
82.62	2020-08-26
83.08	2020-08-25
81.84	2020-08-24
80.34	2020-08-21
80.3	2020-08-20
79.54	2020-08-19
79.86	2020-08-18
79.92	2020-08-17
80.52	2020-08-14
82.2	2020-08-13
82.72	2020-08-12
82.54	2020-08-11
80.14	2020-08-10
78.44	2020-08-07
