135.15	2020-12-30
137	2020-12-29
136.6	2020-12-28
134.75	2020-12-23
133.2	2020-12-22
132.15	2020-12-21
134.3	2020-12-18
134.9	2020-12-17
134.85	2020-12-16
133.8	2020-12-15
136.25	2020-12-14
135.4	2020-12-11
135.8	2020-12-10
135.05	2020-12-09
135.3	2020-12-08
136.25	2020-12-07
134.55	2020-12-04
134.6	2020-12-03
135.5	2020-12-02
136.5	2020-12-01
137.8	2020-11-30
138.15	2020-11-27
136.95	2020-11-26
135.65	2020-11-25
136	2020-11-24
136.85	2020-11-23
139.55	2020-11-20
138.9	2020-11-19
138.95	2020-11-18
138.3	2020-11-17
137.8	2020-11-16
139.15	2020-11-13
140.15	2020-11-12
141.75	2020-11-11
141.25	2020-11-10
142.1	2020-11-09
138	2020-11-06
137.1	2020-11-05
134.9	2020-11-04
132.05	2020-11-03
129.15	2020-11-02
125.55	2020-10-30
125.85	2020-10-29
125.2	2020-10-28
129.5	2020-10-27
131.35	2020-10-26
133.4	2020-10-23
130.05	2020-10-22
130.65	2020-10-21
131.35	2020-10-20
133.85	2020-10-19
134.7	2020-10-16
131.9	2020-10-15
134.8	2020-10-14
135.65	2020-10-13
135.55	2020-10-12
133.4	2020-10-09
133.3	2020-10-08
132.75	2020-10-07
132.35	2020-10-06
133.6	2020-10-05
134.85	2020-10-02
135.2	2020-10-01
135.3	2020-09-30
137.55	2020-09-29
137.15	2020-09-28
133	2020-09-25
135.4	2020-09-24
136.8	2020-09-23
135.9	2020-09-22
135.55	2020-09-21
140.1	2020-09-18
139.7	2020-09-17
141.15	2020-09-16
141.45	2020-09-15
141.95	2020-09-14
141.95	2020-09-11
142.2	2020-09-10
139.85	2020-09-08
140.9	2020-09-07
138.9	2020-09-04
140.4	2020-09-03
142	2020-09-02
139.55	2020-09-01
139.05	2020-08-31
139.75	2020-08-28
138.8	2020-08-27
142.1	2020-08-26
140.55	2020-08-25
141.45	2020-08-24
138.25	2020-08-21
139.8	2020-08-20
141	2020-08-19
139.9	2020-08-18
141.25	2020-08-17
139.75	2020-08-14
141.25	2020-08-13
142.5	2020-08-12
140.35	2020-08-11
139	2020-08-10
