10.96	2020-12-29
10.375	2020-12-28
9.86	2020-12-23
9.45	2020-12-22
9.272	2020-12-21
9.684	2020-12-18
9.742	2020-12-17
9.876	2020-12-16
9.786	2020-12-15
9.75	2020-12-14
9.6	2020-12-11
9.738	2020-12-10
10.01	2020-12-09
9.878	2020-12-08
10.055	2020-12-07
10.095	2020-12-04
10.15	2020-12-03
9.994	2020-12-02
10.03	2020-12-01
9.646	2020-11-30
10.07	2020-11-27
10.15	2020-11-26
10.385	2020-11-25
10.45	2020-11-24
9.756	2020-11-23
9.454	2020-11-20
9.478	2020-11-19
9.89	2020-11-18
9.828	2020-11-17
9.884	2020-11-16
9.2	2020-11-13
9.136	2020-11-12
9.23	2020-11-11
9.548	2020-11-10
8.914	2020-11-09
7.436	2020-11-06
7.988	2020-11-05
8.016	2020-11-04
8.034	2020-11-03
7.61	2020-11-02
7.372	2020-10-30
7.242	2020-10-29
7.284	2020-10-28
7.622	2020-10-27
8.05	2020-10-26
8.494	2020-10-23
8.044	2020-10-22
7.834	2020-10-21
8.22	2020-10-20
7.99	2020-10-19
7.556	2020-10-16
7.566	2020-10-15
7.816	2020-10-14
7.808	2020-10-13
8.038	2020-10-12
8.026	2020-10-09
8.19	2020-10-08
7.716	2020-10-07
7.644	2020-10-06
7.16	2020-10-05
7.052	2020-10-02
7.3	2020-10-01
7.36	2020-09-30
7.258	2020-09-29
7.414	2020-09-28
7.05	2020-09-25
7.288	2020-09-24
7.564	2020-09-23
7.446	2020-09-22
7.788	2020-09-21
8.602	2020-09-18
9.054	2020-09-17
8.804	2020-09-16
8.658	2020-09-15
8.67	2020-09-14
8.496	2020-09-11
8.682	2020-09-10
8.858	2020-09-08
9.008	2020-09-07
9.096	2020-09-04
8.896	2020-09-03
8.552	2020-09-02
8.64	2020-09-01
8.73	2020-08-31
9.004	2020-08-28
8.984	2020-08-27
8.766	2020-08-26
8.8	2020-08-25
8.744	2020-08-24
8.62	2020-08-21
8.43	2020-08-20
8.7	2020-08-19
8.394	2020-08-18
8.306	2020-08-17
8.626	2020-08-14
8.782	2020-08-13
8.89	2020-08-12
9.028	2020-08-11
8.486	2020-08-10
7.976	2020-08-07
