761.5	2020-12-30
758	2020-12-29
753	2020-12-28
727	2020-12-23
729.5	2020-12-22
726	2020-12-21
730.5	2020-12-18
720.5	2020-12-17
726	2020-12-16
726	2020-12-15
718.5	2020-12-14
718	2020-12-11
720.5	2020-12-10
728.5	2020-12-09
723	2020-12-08
715	2020-12-07
708.5	2020-12-04
709	2020-12-03
720.5	2020-12-02
737	2020-12-01
745	2020-11-30
780	2020-11-27
763.5	2020-11-26
751.5	2020-11-25
773.5	2020-11-24
771.5	2020-11-23
746	2020-11-20
721	2020-11-19
713	2020-11-18
709.5	2020-11-17
707	2020-11-16
695.5	2020-11-13
697	2020-11-12
704.5	2020-11-11
686.5	2020-11-10
691.5	2020-11-09
679	2020-11-06
675	2020-11-05
669	2020-11-04
663	2020-11-03
653.5	2020-11-02
643.5	2020-10-30
629.5	2020-10-29
616	2020-10-28
648.5	2020-10-27
644.5	2020-10-26
681	2020-10-23
687	2020-10-22
710	2020-10-21
709	2020-10-20
706.5	2020-10-19
706.5	2020-10-16
695	2020-10-15
712.5	2020-10-14
711.5	2020-10-13
716	2020-10-12
706	2020-10-09
696.5	2020-10-08
719	2020-10-07
710	2020-10-06
694.5	2020-10-05
714.5	2020-10-02
704	2020-10-01
669	2020-09-30
650.5	2020-09-29
643	2020-09-28
620.5	2020-09-25
617.5	2020-09-24
621.5	2020-09-23
609	2020-09-22
597	2020-09-21
609.5	2020-09-18
604.5	2020-09-17
596.5	2020-09-16
589.5	2020-09-15
601	2020-09-14
598	2020-09-11
598	2020-09-10
587.5	2020-09-08
586.5	2020-09-07
579	2020-09-04
580	2020-09-03
565	2020-09-02
542.5	2020-09-01
536	2020-08-31
541	2020-08-28
537.5	2020-08-27
530.5	2020-08-26
520	2020-08-25
517	2020-08-24
507	2020-08-21
510	2020-08-20
514.5	2020-08-19
515	2020-08-18
525.5	2020-08-17
521	2020-08-14
535	2020-08-13
537	2020-08-12
535.5	2020-08-11
526.5	2020-08-10
