78.85	2020-12-29
78.2	2020-12-28
77.4	2020-12-23
77.2	2020-12-22
75.3	2020-12-21
76.2	2020-12-18
75.9	2020-12-17
75.85	2020-12-16
73.45	2020-12-15
74.5	2020-12-14
73.35	2020-12-11
73.5	2020-12-10
74.7	2020-12-09
74.25	2020-12-08
82.75	2020-12-07
83.5	2020-12-04
82.05	2020-12-03
81.65	2020-12-02
82	2020-12-01
83.3	2020-11-30
82	2020-11-27
78.85	2020-11-26
78	2020-11-25
77.35	2020-11-24
77.05	2020-11-23
77	2020-11-20
76.25	2020-11-19
75	2020-11-18
75.5	2020-11-17
75	2020-11-16
74.75	2020-11-13
75.4	2020-11-12
75.1	2020-11-11
72.95	2020-11-10
74.9	2020-11-09
79.35	2020-11-06
82.3	2020-11-05
77.05	2020-11-04
75.85	2020-11-03
74.1	2020-11-02
73.55	2020-10-30
75.2	2020-10-29
73	2020-10-28
75.6	2020-10-27
73.05	2020-10-26
73.6	2020-10-23
73.85	2020-10-22
74.5	2020-10-21
76.2	2020-10-20
77.6	2020-10-19
78.65	2020-10-16
76.85	2020-10-15
80	2020-10-14
79.6	2020-10-13
78.7	2020-10-12
77.95	2020-10-09
76.9	2020-10-08
76.25	2020-10-07
77	2020-10-06
77.9	2020-10-05
78.05	2020-10-02
78.25	2020-10-01
78.95	2020-09-30
77.6	2020-09-29
75.65	2020-09-28
73.3	2020-09-25
72.4	2020-09-24
73.45	2020-09-23
72.8	2020-09-22
73.4	2020-09-21
77.45	2020-09-18
76.9	2020-09-17
77.6	2020-09-16
76.85	2020-09-15
76.75	2020-09-14
77.85	2020-09-11
78.75	2020-09-10
76.05	2020-09-08
75.75	2020-09-07
72.95	2020-09-04
76.35	2020-09-03
80.35	2020-09-02
75.25	2020-09-01
75.2	2020-08-31
74.65	2020-08-28
74.15	2020-08-27
75.5	2020-08-26
75.6	2020-08-25
76.05	2020-08-24
75.35	2020-08-21
75.35	2020-08-20
75.1	2020-08-19
74.8	2020-08-18
75.35	2020-08-17
73.5	2020-08-14
75.1	2020-08-13
74.15	2020-08-12
74.1	2020-08-11
72.3	2020-08-10
75.55	2020-08-07
